row,technology,predicted,derived,override,decision_source,candidates,label,jira_title,ips_title,text_used
3516,,Performance,Connectivity,,cue,Connectivity,,BT WU requirement always fail show in MSFT server.,20~30% throughput degradation on Rx with sensing enabled and AP configured to AX 160 MHz - Pending DCR-1991,BT WU requirement always fail show in MSFT server.
3517,,Connectivity,YB/Lost,,cue,"YB/Lost, Connectivity",,DVT2_Italia TGL_ YB_Error_37_Driver_ Stress_S4_The system show Add Intel(R) Wireless BT(R) YB.,Ping timeout causes end-user Wi-Fi connectivity issues (lag/feel like disconnect....etc),DVT2_Italia TGL_ YB_Error_37_Driver_ Stress_S4_The system show Add Intel(R) Wireless BT(R) YB.
3518,,YB/Lost,Connectivity,,cue,"Connectivity, Performance",,BT mouse cursor lag during S0 ( repro at HP employee working laptop),5G band not allowed for GO after Assert 0x19d7,BT mouse cursor lag during S0 ( repro at HP employee working laptop)
3519,,Connectivity,Connectivity,,cue,"Connectivity, Performance",,Music lag 1~2 sec by Freelace BT headphone.,Specific to Cisco9115 WiFi6 AP 11an/11ac throughput degradation,Music lag 1~2 sec by Freelace BT headphone.
3520,,Performance,Connectivity,,cue,Connectivity,,BT mouse was disconnected suddenly.,RFQ Throughput Evaluation...abnormal throughput at 2.4GHz 40MHz channel 6L 11n mode TX direction,BT mouse was disconnected suddenly.
3521,,Connectivity,YB/Lost,,cue,"YB/Lost, Connectivity",,BT YB after BT off/on,"After rebooting, scan list is empty",BT YB after BT off/on
3522,,Connectivity,YB/Lost,,cue,"YB/Lost, Connectivity",,"User createdMulti-screen Collaboration for a while, find Intel BT device shows YB(code 10)",System longer boot(circling) time after install WLAN 22.170.2.1(With DMAr Eanble),"User createdMulti-screen Collaboration for a while, find Intel BT device shows YB(code 10)"
3523,,Connectivity,System Hang,System Hang,override,"Connectivity, YB/Lost, System Hang",,"System hang 3 times and unexpected shutdown1 time, keyboard is lost frequently.(SN:038347305253) BT","After the WiFi driver is upgraded to version 160, there are more than 900 unknown threads in the message center, which are always blocked, and this problem occurs only after the driver i","System hang 3 times and unexpected shutdown1 time, keyboard is lost frequently.(SN:038347305253) BT"
3524,,YB/Lost,OEM Tools,OEM Tools,override,"Connectivity, OEM Tools",,System foundthe BT KBD and Mouse disconnected then cant find any device.,uCode error (EventID 5002) after roam.,System foundthe BT KBD and Mouse disconnected then cant find any device.
3525,,Connectivity,Connectivity,,cue,Connectivity,,IWFT enters non-functional state for long run with WiFi Disabled,Compatibility issues with ixVeriwave,IWFT enters non-functional state for long run with WiFi Disabled
3526,,YB/Lost,Connectivity,,cue,Connectivity,,BT HFP/A2DP fail to work,WiFi device YB fatal error assert_0x201013f2,BT HFP/A2DP fail to work
3527,,RF,Connectivity,,cue,Connectivity,,USB device(Non AOU port) drop out when use BT/WLAN device sometimes.,TAS enable some question for AX411 - DCR-1833 should fix,USB device(Non AOU port) drop out when use BT/WLAN device sometimes.
3528,,Connectivity,Needs-Triage,,fallback,,,FW exception pointing to WD Kick2 (Reported on EB),Client fail to response for EAPOL,FW exception pointing to WD Kick2 (Reported on EB)
3529,,Connectivity,Needs-Triage,,fallback,,,"DUT send abnormal InstaDock Beacon after reboot (repro at v23.80 ,v23.70 CND, AX211 CND).","After CurieF loads the PIE DLL, calling WifiGetAdapterList cannot return the adapter correctly","DUT send abnormal InstaDock Beacon after reboot (repro at v23.80 ,v23.70 CND, AX211 CND)."
3530,,RF,Needs-Triage,,fallback,,,"HP InstaDock fail send 2 Docks beacon at the same time (repro at v23.80 ,v23.70 CND, AX211 CND).",Wi-Fi sensing WOA&WAL distance and WAL time not confirm to Intel KPI,"HP InstaDock fail send 2 Docks beacon at the same time (repro at v23.80 ,v23.70 CND, AX211 CND)."
3531,,RF,Connectivity,,cue,Connectivity,,"The ""Intel Bluetooth"" device lost in DM after the system idle overnight",Wi-Fi sensing WOA&WAL distance exceeds Intel KPI,"The ""Intel Bluetooth"" device lost in DM after the system idle overnight"
3532,,Power Consumption,Needs-Triage,,fallback,,,Mouse reconnect fail and scan list empty  (LE Scan List Empty),Samsung S21 (WiFi 6) has been limited at downlink throughput (around 160Mbps) while connecting with AX211 WiFi hotspot (22.160.0.3),Mouse reconnect fail and scan list empty  (LE Scan List Empty)
3533,,Connectivity,YB/Lost,,cue,"YB/Lost, Connectivity",,BT driver YB,AX201 as GO doesnt respond to auth frame of GC,BT driver YB
3534,,Connectivity,Connectivity,,cue,Connectivity,,"[Surface][LNL+FmP2][PCIe][Audio Offload][23.80, 23.90][QUN2][EarFun UBOOM L portable Bluetooth Speaker]: Fails to render audio[AAC codec]","CurieF and mobile phone cooperate with Huawei multi-screen, softap is created in 2.4G","[Surface][LNL+FmP2][PCIe][Audio Offload][23.80, 23.90][QUN2][EarFun UBOOM L portable Bluetooth Speaker]: Fails to render audio[AAC codec]"
3535,,Connectivity,RF,RF,override,"Connectivity, RF",,ibtOemToolsSarEnableExt ExtInf in Tools folder is not having same Pre-Prod Certificate as in P Layout,Unexpected information shown in the Network Connection,ibtOemToolsSarEnableExt ExtInf in Tools folder is not having same Pre-Prod Certificate as in P Layout
3536,,YB/Lost,Connectivity,,cue,Connectivity,,BLE link disconnection caused by connection timeout,AX210 sometimes would not reported 6GHz functionality in assoc req(assert=0x201013f2,BLE link disconnection caused by connection timeout
3537,,Connectivity,Needs-Triage,,fallback,,,Test Bug,Client WiFi fails to locate 6 GHz APs.,Test Bug
3538,,YB/Lost,Needs-Triage,,fallback,,,BLE Init Failure post integration to BIOS,WiFi YB when run Reboot test,BLE Init Failure post integration to BIOS
3539,,RF,Connectivity,,cue,Connectivity,,BT Device lost due to TOP exception during S4 cycle - Clean WA from FW/Driver to retrieve debug,Wi-Fi sensing WOA&WAL distance exceeds Intel KPI.,BT Device lost due to TOP exception during S4 cycle - Clean WA from FW/Driver to retrieve debug
3540,,RF,Needs-Triage,,fallback,,,Fw exception occurred on self-host user,Conducted TX spectrum Mask fail IEEE specification,Fw exception occurred on self-host user
3541,,RF,Needs-Triage,,fallback,,,Cleanup of NPI Product IDs from Sustain INF,Conducted TX spectrum flatness fail IEEE specification,Cleanup of NPI Product IDs from Sustain INF
3542,,YB/Lost,Connectivity,,cue,Connectivity,,BT lost during S4 stress testing,Wlan YB code 10 when run reboot aging,BT lost during S4 stress testing
3543,,Connectivity,Connectivity,,cue,Connectivity,,BT device lost during S4.,unable to output debug log on HP machine,BT device lost during S4.
3544,,Connectivity,Needs-Triage,,fallback,,,UE speaker failed to render SBC,"Because the DUT missed beacon happening ,  cause to the DUT will switch to weak signal AP automatically",UE speaker failed to render SBC
3545,,YB/Lost,YB/Lost,,cue,"YB/Lost, Connectivity",,BT show YB after run ME tool or S4 stress test,AX210 sometimes would not reported 6GHz functionality in assoc req(assert=0x200008fe),BT show YB after run ME tool or S4 stress test
3546,,BSOD,YB/Lost,,cue,"YB/Lost, Connectivity",,[MSFT][LNL-MX][PCI][PST] Bluetooth Yellow Bang in Sx Cycle scenarios with WI-Fi data [ Operation Mode ],BSOD (0x7e)The dump points to the WLAN,[MSFT][LNL-MX][PCI][PST] Bluetooth Yellow Bang in Sx Cycle scenarios with WI-Fi data [ Operation Mode ]
3547,,Connectivity,YB/Lost,,cue,"YB/Lost, Connectivity",,BT YB after DC mode reboot stress,DMAr setting typo in WifiDrv08Customizations.inf,BT YB after DC mode reboot stress
3548,,BSOD,YB/Lost,,cue,"YB/Lost, Connectivity",,BT enumerators and RFCOMM Protocol TDI disappears after hybridshutdown,BSOD occurs when resuming after Hibernation orFast Startup,BT enumerators and RFCOMM Protocol TDI disappears after hybridshutdown
3549,,BSOD,YB/Lost,,cue,"YB/Lost, Connectivity",,BT FATAL exception when S4 stress test (PLDR can recovery it),0XD1 BSOD when codeboot,BT FATAL exception when S4 stress test (PLDR can recovery it)
3550,,Power Consumption,Connectivity,,cue,Connectivity,,BT Device lost in Sx Cycle with BT 23.60.5.6 and EVQS CPU EESIT SMT configuration,The output power of WLAN module in country mode: US/low power mode cant meet the spec,BT Device lost in Sx Cycle with BT 23.60.5.6 and EVQS CPU EESIT SMT configuration
3551,,YB/Lost,Connectivity,,cue,Connectivity,,WiFi 11axLB Tx BT A2DP - A2DP Bug Title,Audio playback are not smooth after connecting to the projector.,WiFi 11axLB Tx BT A2DP - A2DP Bug Title
3552,,RF,OEM Tools,OEM Tools,override,"Power Consumption, Connectivity, RF, OEM Tools",,DRTU BT TX power can not keep transmit (issue CND at MTL+GaP),PPAG function doesnt work when countrycode is set to CB(China).,DRTU BT TX power can not keep transmit (issue CND at MTL+GaP)
3553,,Connectivity,Connectivity,,cue,Connectivity,,Disconnect button is not displayed in the UI when connected.,Not able to disable Chain A/B separately through registry keys anymore,Disconnect button is not displayed in the UI when connected.
3554,,YB/Lost,OEM Tools,OEM Tools,override,"Connectivity, YB/Lost, OEM Tools",,Running DRTU BT driver YB,-Device Manager show YB on WLAN when the connected network switches channels with Indonesia AR6 OS. -- Ucode Assert 0x8FE,Running DRTU BT driver YB
3555,,Connectivity,BSOD,,cue,BSOD,,BSOD when upgrading driver from 23.65.0.10 to 23.60.5.6,Installation Error with WiFi_DRV_SA,BSOD when upgrading driver from 23.65.0.10 to 23.60.5.6
3556,,Connectivity,OEM Tools,OEM Tools,override,"Connectivity, RF, OEM Tools",,ANT tool BT PPAG cmd fail,"System will auto roam to AP and trigger disconnect ,because many packets lost in FW.",ANT tool BT PPAG cmd fail
3557,,Connectivity,Connectivity,,cue,Connectivity,,Bluetooth HE error event during resume from hibernate during PST testing,WPA3 Roaming Isssue,Bluetooth HE error event during resume from hibernate during PST testing
3558,,System Hang,System Hang,,cue,"System Hang, Connectivity",,hcitool not responding to rdbdaddr command on BT over PCIe,System hang on ASUS logo by BitLocker Network unlock function with UEFI-Release-221522272.,hcitool not responding to rdbdaddr command on BT over PCIe
3559,,System Hang,Needs-Triage,,fallback,,,Late LE audio reconnection of second bud (Galaxy Buds2 Pro),WiFi profile not showing expected 11ax in Protocol after changing wireless modes in properties,Late LE audio reconnection of second bud (Galaxy Buds2 Pro)
3560,,Connectivity,Connectivity,,cue,Connectivity,,Bluetooth Device is missing in CS and S4 cycles.,Intel9560 WiFi(2.4G 802.11n)WiFi data rate in OS not meet with spec,Bluetooth Device is missing in CS and S4 cycles.
3561,,OEM Tools,Connectivity,,cue,Connectivity,,BT device lost when running reboot aging (1/100),UNII4 is not supported on DRTU,BT device lost when running reboot aging (1/100)
3562,,Connectivity,Connectivity,,cue,Connectivity,,"Sometimes after several hibernate and resume, bluetooth will be lost in device manager.",MCC query result does not comply with working MCC,"Sometimes after several hibernate and resume, bluetooth will be lost in device manager."
3563,,OEM Tools,Connectivity,,cue,Connectivity,,Bluetooth device lost when doing stress S4 and coldboot,CITU not work when running testing.,Bluetooth device lost when doing stress S4 and coldboot
3564,,Connectivity,Connectivity,,cue,Connectivity,,BT Device is going hidden in device manager after restart.,"Connected to a network 5G WiFi shows no network, cannot acquire IP address",BT Device is going hidden in device manager after restart.
3565,,Connectivity,Needs-Triage,,fallback,,,Pointing to bc_EnableBriCompression during D2 to D0 transition.,PC SoftAP send data to phone client based only BW 20Mhz,Pointing to bc_EnableBriCompression during D2 to D0 transition.
3566,,Power Consumption,Connectivity,,cue,Connectivity,,BT Cursor does not move smoothly by using BT soft-KB trackpad when BT audio/video call is active,HE160 RU-26T/52T Tx power issue for 6-7GHz,BT Cursor does not move smoothly by using BT soft-KB trackpad when BT audio/video call is active
3567,,YB/Lost,Connectivity,,cue,Connectivity,,BT device has possibility to report wrong HWID with no driver installed condition.,"Lenovo PM found WLAN frequently YB during daily work(F/R: 2-3 times one day) FW assert 0x310, 0xA5A5A5A2",BT device has possibility to report wrong HWID with no driver installed condition.
3568,,Connectivity,Connectivity,,cue,Connectivity,,BT exception,2.4GHz band Adaptivity failure on AX211D2W,BT exception
3569,,Power Consumption,Needs-Triage,,fallback,,,"Remove folder names, file names and any other text in the installers and INFs indicating","WiFi Spectrum Mask, EVM and Power tolerance questions","Remove folder names, file names and any other text in the installers and INFs indicating"
