issue_key,ips_case_number,jira_title,created_date,bug_project,bug_category_custom,technology,technology_key,ips_title,predicted_category,confidence,reasoning,raw_response
BT-248390,0,Disconnect button is not displayed in the UI when connected.,,BT,,Bluetooth,bt,Disconnect button is not displayed in the UI when connected.,Connectivity,1.0,Rule-based match via cues (score 1),rule
BT-248088,0,Running DRTU BT driver YB,,BT,,Bluetooth,bt,Running DRTU BT driver YB,YB/Lost,1.0,Rule-based match via cues (score 1),rule
BT-248012,0,BSOD when upgrading driver from 23.65.0.10 to 23.60.5.6,,BT,,Bluetooth,bt,BSOD when upgrading driver from 23.65.0.10 to 23.60.5.6,BSOD,1.0,Rule-based match via cues (score 1),rule
BT-241749,0,ANT tool BT PPAG cmd fail,,BT,,Bluetooth,bt,ANT tool BT PPAG cmd fail,Connectivity,1.0,Rule-based match via cues (score 1),rule
BT-241720,0,Bluetooth HE error event during resume from hibernate during PST testing,,BT,,Bluetooth,bt,Bluetooth HE error event during resume from hibernate during PST testing,Connectivity,1.0,Rule-based match via cues (score 1),rule
BT-241656,0,hcitool not responding to rdbdaddr command on BT over PCIe,,BT,,Bluetooth,bt,hcitool not responding to rdbdaddr command on BT over PCIe,System Hang,1.0,Rule-based match via cues (score 1),rule
BT-234714,0,Late LE audio reconnection of second bud (Galaxy Buds2 Pro),,BT,,Bluetooth,bt,Late LE audio reconnection of second bud (Galaxy Buds2 Pro),Connectivity,0.8,"Title contains 'reconnection' and 'bud', which are indicative of connectivity issues.","{
  ""category"": ""Connectivity"",
  ""confidence"": 0.8,
  ""reasoning"": ""Title contains 'reconnection' and 'bud', which are indicative of connectivity issues.""
}"
BT-232116,0,Bluetooth Device is missing in CS and S4 cycles.,,BT,,Bluetooth,bt,Bluetooth Device is missing in CS and S4 cycles.,Connectivity,1.0,Rule-based match via cues (score 1),rule
BT-227766,0,BT device lost when running reboot aging (1/100),,BT,,Bluetooth,bt,BT device lost when running reboot aging (1/100),Connectivity,1.0,Rule-based match via cues (score 1),rule
BT-226479,0,"Sometimes after several hibernate and resume, bluetooth will be lost in device manager.",,BT,,Bluetooth,bt,"Sometimes after several hibernate and resume, bluetooth will be lost in device manager.",Connectivity,1.0,Rule-based match via cues (score 1),rule
BT-226385,0,Bluetooth device lost when doing stress S4 and coldboot,,BT,,Bluetooth,bt,Bluetooth device lost when doing stress S4 and coldboot,Connectivity,1.0,Rule-based match via cues (score 1),rule
BT-225617,0,BT Device is going hidden in device manager after restart.,,BT,,Bluetooth,bt,BT Device is going hidden in device manager after restart.,Connectivity,1.0,Rule-based match via cues (score 1),rule
BT-224639,0,Pointing to bc_EnableBriCompression during D2 to D0 transition.,,BT,,Bluetooth,bt,Pointing to bc_EnableBriCompression during D2 to D0 transition.,Needs-Triage,0.0,No matching cues found in title,"{
  ""category"": ""Needs-Triage"",
  ""confidence"": 0,
  ""reasoning"": ""No matching cues found in title""
}"
BT-223482,0,BT Cursor does not move smoothly by using BT soft-KB trackpad when BT audio/video call is active,,BT,,Bluetooth,bt,BT Cursor does not move smoothly by using BT soft-KB trackpad when BT audio/video call is active,Connectivity,1.0,Rule-based match via cues (score 1),rule
BT-217829,0,BT device has possibility to report wrong HWID with no driver installed condition.,,BT,,Bluetooth,bt,BT device has possibility to report wrong HWID with no driver installed condition.,Connectivity,1.0,Rule-based match via cues (score 1),rule
BT-216334,0,BT exception,,BT,,Bluetooth,bt,BT exception,Connectivity,1.0,Rule-based match via cues (score 1),rule
BT-213904,0,"Remove folder names, file names and any other text in the installers and INFs indicating",,BT,,Bluetooth,bt,"Remove folder names, file names and any other text in the installers and INFs indicating",Connectivity,0.8,"Title contains 'Bluetooth' and keywords like 'connect', 'installer', 'INFs'","{
  ""category"": ""Connectivity"",
  ""confidence"": 0.8,
  ""reasoning"": ""Title contains 'Bluetooth' and keywords like 'connect', 'installer', 'INFs'""
}"
BT-211311,0,LE anchor point and CIS 2nd and 3rd subevent overlaps,,BT,,Bluetooth,bt,LE anchor point and CIS 2nd and 3rd subevent overlaps,Connectivity,0.8,"Title contains 'LE anchor point' and 'overlaps', which are related to Bluetooth connectivity","{
  ""category"": ""Connectivity"",
  ""confidence"": 0.8,
  ""reasoning"": ""Title contains 'LE anchor point' and 'overlaps', which are related to Bluetooth connectivity""
}"
BT-209939,0,Timer drift is observed with BT Connection manager driver after integrating it,,BT,,Bluetooth,bt,Timer drift is observed with BT Connection manager driver after integrating it,Connectivity,1.0,Rule-based match via cues (score 1),rule
BT-209558,0,Call state not issued from host during Teams call,,BT,,Bluetooth,bt,Call state not issued from host during Teams call,Connectivity,0.8,"Title contains 'call state' and 'Teams call', which are related to connectivity","{
  ""category"": ""Connectivity"",
  ""confidence"": 0.8,
  ""reasoning"": ""Title contains 'call state' and 'Teams call', which are related to connectivity""
}"
BT-209252,0,BT missing after S4 resume,,BT,,Bluetooth,bt,BT missing after S4 resume,Connectivity,1.0,Rule-based match via cues (score 1),rule
BT-207376,0,The bluetooth driver is lost when running disable/enable bluetooth driver test. - Investigate USB Erratic Errors in Integrated Products,,BT,,Bluetooth,bt,The bluetooth driver is lost when running disable/enable bluetooth driver test. - Investigate USB Erratic Errors in Integrated Products,Connectivity,1.0,Rule-based match via cues (score 1),rule
BT-205482,0,DUT cant advertise beacon in S4/S5 even using a PG3-disabled BIOS,,BT,,Bluetooth,bt,DUT cant advertise beacon in S4/S5 even using a PG3-disabled BIOS,OEM Tools,1.0,Rule-based match via cues (score 1),rule
BT-205134,0,DUT doesnt send beacon after HP Dock attached,,BT,,Bluetooth,bt,DUT doesnt send beacon after HP Dock attached,Connectivity,0.8,"Title contains 'doesnt send' and 'attached', which are indicative of connectivity issues","{
  ""category"": ""Connectivity"",
  ""confidence"": 0.8,
  ""reasoning"": ""Title contains 'doesnt send' and 'attached', which are indicative of connectivity issues""
}"
BT-203620,0,Bluetooth lost when do restart and S4 test with debug EB,,BT,,Bluetooth,bt,Bluetooth lost when do restart and S4 test with debug EB,Connectivity,1.0,Rule-based match via cues (score 1),rule
BT-198330,0,"call active, R power off, L no sound for 5~10 sec",,BT,,Bluetooth,bt,"call active, R power off, L no sound for 5~10 sec",Power Consumption,1.0,Rule-based match via cues (score 1),rule
BT-197010,0,"Outgoing call, ringtone no sound after a while (ASUS DESKTOP)(always)",,BT,,Bluetooth,bt,"Outgoing call, ringtone no sound after a while (ASUS DESKTOP)(always)",Connectivity,0.8,"Title contains 'call' and 'ringtone no sound', which are indicative of connectivity issues, especially in the context of Bluetooth.","{
  ""category"": ""Connectivity"",
  ""confidence"": 0.8,
  ""reasoning"": ""Title contains 'call' and 'ringtone no sound', which are indicative of connectivity issues, especially in the context of Bluetooth.""
}"
BT-195612,0,Japan BLE Tx Power must not exceed at 6dBm,,BT,,Bluetooth,bt,Japan BLE Tx Power must not exceed at 6dBm,Power Consumption,1.0,Rule-based match via cues (score 1),rule
BT-195181,0,LE HID device does pairing iteration to lead multiple device name in Bluetooth Setting.,,BT,,Bluetooth,bt,LE HID device does pairing iteration to lead multiple device name in Bluetooth Setting.,Connectivity,1.0,Rule-based match via cues (score 3),rule
BT-189307,0,BT YB after S4 resume,,BT,,Bluetooth,bt,BT YB after S4 resume,YB/Lost,1.0,Rule-based match via cues (score 1),rule
BT-188974,0,Remove old ADV/SCAN APIs (via BTSIG_HCI _CMD) from on Magnetar and later products,,BT,,Bluetooth,bt,Remove old ADV/SCAN APIs (via BTSIG_HCI _CMD) from on Magnetar and later products,Connectivity,1.0,Rule-based match via cues (score 1),rule
BT-188956,0,The bluetooth driver is lost when resume from S4,,BT,,Bluetooth,bt,The bluetooth driver is lost when resume from S4,Connectivity,1.0,Rule-based match via cues (score 1),rule
BT-188797,0,BT missing after S4 resume,,BT,,Bluetooth,bt,BT missing after S4 resume,Connectivity,1.0,Rule-based match via cues (score 1),rule
BT-188132,0,Fail to pair BLE mouse when HP Dock feature been enabled at HP platform,,BT,,Bluetooth,bt,Fail to pair BLE mouse when HP Dock feature been enabled at HP platform,Connectivity,1.0,Rule-based match via cues (score 1),rule
BT-186859,0,Intel BT Yellow bang durning Reboot(Aging 156 Fail) and wil have event ID 17 on S4 aging.,,BT,,Bluetooth,bt,Intel BT Yellow bang durning Reboot(Aging 156 Fail) and wil have event ID 17 on S4 aging.,YB/Lost,1.0,Rule-based match via cues (score 1),rule
BT-184587,0,HP platform fail to send BT adv after install intel InstaDock PV build,,BT,,Bluetooth,bt,HP platform fail to send BT adv after install intel InstaDock PV build,Connectivity,1.0,Rule-based match via cues (score 1),rule
BT-178977,0,Intel GfP2 HG 1216 module FCC BT LE report power is mismatched with setting power.,,BT,,Bluetooth,bt,Intel GfP2 HG 1216 module FCC BT LE report power is mismatched with setting power.,Power Consumption,1.0,Rule-based match via cues (score 1),rule
BT-177620,0,00827651 - DRTU BLE Hopping error,,BT,,Bluetooth,bt,00827651 - DRTU BLE Hopping error,OEM Tools,1.0,Rule-based match via cues (score 1),rule
BT-177314,0,Teams call no sound when using Philips headset.,,BT,,Bluetooth,bt,Teams call no sound when using Philips headset.,Connectivity,0.8,"Title contains 'no sound' and 'headset', which are indicative of connectivity issues, specifically with Bluetooth.","{
  ""category"": ""Connectivity"",
  ""confidence"": 0.8,
  ""reasoning"": ""Title contains 'no sound' and 'headset', which are indicative of connectivity issues, specifically with Bluetooth.""
}"
BT-174892,0,00827651 - DRTU BLE Hopping error,,BT,,Bluetooth,bt,00827651 - DRTU BLE Hopping error,OEM Tools,1.0,Rule-based match via cues (score 1),rule
BT-174506,0,GaP QS BT Tx Power will exceed BT SAR BRDS BIOS limit (GaP ES2 test pass only fail at GaP QS),,BT,,Bluetooth,bt,GaP QS BT Tx Power will exceed BT SAR BRDS BIOS limit (GaP ES2 test pass only fail at GaP QS),RF,1.0,Hard override matched phrase 'sar',rule
BT-174470,0,Host not initiating connection to set member,,BT,,Bluetooth,bt,Host not initiating connection to set member,Connectivity,0.8,"Title contains 'connection' and 'member', which are common cues for connectivity issues in Bluetooth context.","{
  ""category"": ""Connectivity"",
  ""confidence"": 0.8,
  ""reasoning"": ""Title contains 'connection' and 'member', which are common cues for connectivity issues in Bluetooth context.""
}"
BT-173841,0,"ACL Peripheral Scheduling ACK priority - After connecting the BR3.0 Bluetooth mouse (MSFT) and Bluetooth earphones to the DUT, the mouse pointer will drift randomly when downloading and playing music online.",,BT,,Bluetooth,bt,"ACL Peripheral Scheduling ACK priority - After connecting the BR3.0 Bluetooth mouse (MSFT) and Bluetooth earphones to the DUT, the mouse pointer will drift randomly when downloading and playing music online.",Connectivity,1.0,Rule-based match via cues (score 1),rule
BT-173022,0,L and R not sync in Teams call,,BT,,Bluetooth,bt,L and R not sync in Teams call,Connectivity,0.8,"Title contains 'not sync' which is a connectivity issue, and 'Teams call' implies Bluetooth","{
  ""category"": ""Connectivity"",
  ""confidence"": 0.8,
  ""reasoning"": ""Title contains 'not sync' which is a connectivity issue, and 'Teams call' implies Bluetooth""
}"
BT-173021,0,L and R not synced in music streaming,,BT,,Bluetooth,bt,L and R not synced in music streaming,Connectivity,0.8,"Title contains 'not synced' which implies a connectivity issue, specifically with Bluetooth music streaming.","{
  ""category"": ""Connectivity"",
  ""confidence"": 0.8,
  ""reasoning"": ""Title contains 'not synced' which implies a connectivity issue, specifically with Bluetooth music streaming.""
}"
BT-169099,0,"Disable Use LE audio when available with on dula mode device, teams call no sound after BT off/on",,BT,,Bluetooth,bt,"Disable Use LE audio when available with on dula mode device, teams call no sound after BT off/on",Connectivity,1.0,Rule-based match via cues (score 1),rule
BT-168678,0,"Swift Pair connected with Use LE audio when available disabled, after connection host will reconnect LE portion",,BT,,Bluetooth,bt,"Swift Pair connected with Use LE audio when available disabled, after connection host will reconnect LE portion",Connectivity,1.0,Rule-based match via cues (score 1),rule
BT-166692,0,Samsung buds 2 still render music when volume state is in mute,,BT,,Bluetooth,bt,Samsung buds 2 still render music when volume state is in mute,Connectivity,0.8,"Title contains 'connect' and 'mute', which are common cues for connectivity issues","{
  ""category"": ""Connectivity"",
  ""confidence"": 0.8,
  ""reasoning"": ""Title contains 'connect' and 'mute', which are common cues for connectivity issues""
}"
BT-166656,0,BT MCC jump to 3030 due to Wi-Fi,,BT,,Bluetooth,bt,BT MCC jump to 3030 due to Wi-Fi,Connectivity,1.0,Rule-based match via cues (score 1),rule
BT-166352,0,BT Device missing - NO_SUCH_DEVICE,,BT,,Bluetooth,bt,BT Device missing - NO_SUCH_DEVICE,YB/Lost,1.0,Rule-based match via cues (score 1),rule
BT-162404,0,"reconnecting earbud, second earbud connected 5 ~ 10 seconds after first bud was reconnected",,BT,,Bluetooth,bt,"reconnecting earbud, second earbud connected 5 ~ 10 seconds after first bud was reconnected",Connectivity,0.8,"Title contains 'reconnecting' and 'connected', which are indicative of connectivity issues.","{
  ""category"": ""Connectivity"",
  ""confidence"": 0.8,
  ""reasoning"": ""Title contains 'reconnecting' and 'connected', which are indicative of connectivity issues.""
}"
BT-158351,0,"HLK ""Bluetooth - CIS Establishment Test"" fail with ERROR: CIS_establishment ERROR - Received an error failure notification, failing test",,BT,,Bluetooth,bt,"HLK ""Bluetooth - CIS Establishment Test"" fail with ERROR: CIS_establishment ERROR - Received an error failure notification, failing test",HLK,1.0,Rule-based match via cues (score 1),rule
BT-156477,0,Mic no sound during teams call,,BT,,Bluetooth,bt,Mic no sound during teams call,Connectivity,0.8,"Title contains 'no sound' and 'teams call', which implies a connectivity issue with Bluetooth audio","{
  ""category"": ""Connectivity"",
  ""confidence"": 0.8,
  ""reasoning"": ""Title contains 'no sound' and 'teams call', which implies a connectivity issue with Bluetooth audio""
}"
BT-155781,0,"Walk out of range and resume back in distance, device failed to get reconnected",,BT,,Bluetooth,bt,"Walk out of range and resume back in distance, device failed to get reconnected",Connectivity,0.9,Title contains 'reconnected' and 'connectivity' related keywords,"{
  ""category"": ""Connectivity"",
  ""confidence"": 0.9,
  ""reasoning"": ""Title contains 'reconnected' and 'connectivity' related keywords""
}"
