technology_key,ips_title,predicted_category,jira_title
wifi,wifi list show empty and it need to be restored via close the WiFi switch and then turn it on,Connectivity,PPAG function doesnt work when countrycode is set to CB(China).
wifi,L860R+ mobile hot-spot clients disconnect after playing video for 1-2 minutes,Power Consumption,Not able to disable Chain A/B separately through registry keys anymore
wifi,Yellow Bang encountered when machine is left idle for few hours while connected to Wi-Fi network,YB/Lost,-Device Manager show YB on WLAN when the connected network switches channels with Indonesia AR6 OS. -- Ucode Assert 0x8FE
wifi,"WHQL test item ""Wlan Test - Wlan Device Reset Check"" failed",HLK,Installation Error with WiFi_DRV_SA
wifi,p2p connection failure with Samsung mobile phone,Connectivity,"System will auto roam to AP and trigger disconnect ,because many packets lost in FW."
bt,Unexpected FW retransition to D3 failure,Connectivity,WPA3 Roaming Isssue
bt,BT Lost after S4 stress,Connectivity,System hang on ASUS logo by BitLocker Network unlock function with UEFI-Release-221522272.
bt,BT lost (System exception) at HP InstaDock platform when stress test S4 wake (23.100 & 23.110 rev4 can repro),Connectivity,WiFi profile not showing expected 11ax in Protocol after changing wireless modes in properties
bt,BT Device will lost when idle in OS - lc_CmuHandleReceivedArqn_Fiq,Connectivity,Intel9560 WiFi(2.4G 802.11n)WiFi data rate in OS not meet with spec
bt,BT lost w/o any PLDR during coldboot testing. (FR: 1/41 unit),YB/Lost,UNII4 is not supported on DRTU
bt,Unexpected FW retransition to D3 failure,Connectivity,MCC query result does not comply with working MCC
bt,[Lenovo ThinkPad JP/LCFC][Thames2/Mersey2/LNL/BE201][BE] [PCIe]BT LE mouse and headphone stop working during teams call. BT device lost [Using MSFT EB with FLR fix],Connectivity,CITU not work when running testing.
bt,Bluetooth mouse device stopped working and BT lost during zip file. - PME Wake bit not seen in FW,Connectivity,"Connected to a network 5G WiFi shows no network, cannot acquire IP address"
bt,[Lenovo ThinkPad JP/LCFC][Thames2/Mersey2/LNL/BE201][BE][Factory][Tx Timeout] Bluetooth YB due to PLDR timeout during MS/S4 test(1/317 unit) [ Using MSFT EB with FLR fix ],YB/Lost,PC SoftAP send data to phone client based only BW 20Mhz
bt,LE audio earbuds disconnected during music streaming - Fatal exception BC_EXC_LP_RUN_ERROR (LE Audio Regression),Connectivity,HE160 RU-26T/52T Tx power issue for 6-7GHz
bt,"After resume from MS for long time, BT mouse will lost function and can not scan & pair. (Scan List Empty)",Connectivity,"Lenovo PM found WLAN frequently YB during daily work(F/R: 2-3 times one day) FW assert 0x310, 0xA5A5A5A2"
bt,"FATAL exception observed on 23.110 rev3 with HFP call + BT mouse co-ex test (BC_EXC_LP_RUN_ERROR , BC_EXC_MIC_READY_EXPIRED) (LE Audio Regression)",Connectivity,2.4GHz band Adaptivity failure on AX211D2W
bt,BT headset and LE mouse connection timeout on 23.110rev5,Connectivity,"WiFi Spectrum Mask, EVM and Power tolerance questions"
bt,BT YB - TOP fatal exception from WB/CB stress,YB/Lost,T-put(STA <-->AP) become low if enable hotspot when connected with AP 160M BW
bt,UEFI BLE Scan hang issue(DELL Boot issue with USB drive connected),System Hang,Cannot get IP address after switching or roaming to other AP
bt,FATAL exception observed at HFP call + BT mouse co-ex test -  HCI_EXC_EVENT_BUF_OVERFLOW_6 (Buffer Overflow),Connectivity,UEFI-Release-221522232 function Scan error.
bt,TX timeout during ROM flow,Connectivity,Connection Drop with specific AP(RXAE500) during 2nd Screen connection (Miracasting)
bt,Fatal Exception 0x1B00 while doing scan standalone (long scan),BSOD,"WLAN switches from the 2.4G channel to 5G, PC cannot obtain the IP address, and the issue only happening on PV 22.150"
bt,Fatal Exception 0x0806 while doing scan standalone,BSOD,pc sap does not receive frames
bt,Fatal Exception 0x0906 while doing scan standalone (long scan),BSOD,The Canada OTP values in v22.150 of DRTU exceed Maximum output power from Canada 6E certification of  AX211 module report
bt,BT mouse stops working suddenly (LE Scan List Empty),Connectivity,PC transmit data to PAD will get Tx Faild due to reason 0x83 and 0x91
bt,BT Lost when doing S4 cycles - (Tx Timeout due to MAC disabled),Connectivity,"FATAL_ERROR: uCode ASSERT(UMAC, rtStatus = 0x20101058, log is  valid. data1 = 0xb, data2 = 0x0)"
bt,Scan list listing device not in pairing mode,Connectivity,"CurieF and mobile phone cooperate with Huawei multi-screen, softap is created in 2.4G"
bt,Bluetooth Keyboard pairing failure,YB/Lost,Using 2.2.15 release & observe scan hang(1.2.11.22527 can not repro)
bt,Bluetooth FW download fail,Connectivity,WLAN speed status does not meet spec
bt,Consistent ticks heard on a BT to BT teams call when user on receiving end starts talking.,Connectivity,WiFi Properties show 11ac when AX201 connected to iPhone 12 Pro Max hotspot (11ax mode)
bt,"""puci,cici"" noise occur when play music with BT Classic or LE headset (F/R:2/3units,8/10cycles).",Connectivity,scan list is empty after resume from MS
bt,DMA interrupt failure during LE mouse usage (Door Bell Ack Failure),Connectivity,"the fatal error ASSERT(UMAC, rtStatus = 0x20003204 cause to the P2P connection is abnormally disconnected"
bt,BLE Mouse daily use - Error! Fw ready interrupt failed - Door Bell Ack failure,Connectivity,invitation failure with no P2P_IE_ATTRIBUTE_TYPE_OPERATING_CHANNEL
bt,PCIE_ERROR_WRITE_MAN_RXFIFO_OVERFLOW during LE mouse movement.  Door bell ACK failure ( D0->D3),Connectivity,Samsung S21 (WiFi 6) has bad downlink throughput while connecting with AX211 WiFi hotspot (22.140.0.3/22.150.0.3)
bt,HCI_EXC_EVENT_BUF_OVERFLOW_9 Fatal exception Buffer overflow,BSOD,Wlan driver v22.150.0.3 installation will pop up error message via intel installer
software,"ICPS is connected to a 2.4G open hotspot, OS, ICPS-My Network shows that the connection is successful, but the ICPS UI shows that the connection fails",ICPS,#NAME?
software,"""network health"" interface cant show all authorized WiFi when the ""only show authorized networks"" button is enabled.",Killer,"After roaming to AP2, AX200 responded with an ACK to messages that were sent from AP1 - which is not allowed"
software,Show only authorized network filtering exceptions,Killer,AX201- IPv6 SLAAC (Stateless Address Auto-configuration) not working reliably after Sleep/Hibernate
software,Intel AX211 L10N issue,Killer,GfP4 Power Management Tab in Device Manager on Modern Standby platform
software,ICPS cant recognize specific character of SSID,ICPS,Intel AX201 Wi-Fi is off when unplug AC adapter or idle at DC mode
software,the cmd.exe process which created by image auto recovery script  is terminated by ICPSConnect.exe after installing ICPS driver during recovery Preinstall OS image,ICPS,"YB uCode ASSERT(UMAC, rtStatus = 0x20000315, log is  valid. data1 = 0x4, data2 = 0x200)"
software,.msi contained within setup.exe needs Intel signature,Killer,EB PHWFW05997_22.130.0.5 cant test MU-MIMO 160MHz in 5GHz
software,An error message will pop up when connect to AP from ICPS after run ICPS App as administrator,ICPS,[Dell][RPLS][CSLP][Widowmaker MLK][WW18]observed Driver log errors pointing Wi-Fi Driver during S4 and S5 cycling [fw assert0x315]
software,Alternate Data Stream Detected,Killer,"Connect to 2.4G WiFi to turn on the hotspot(5G), and then turn on the hotspot again after hibernation, it shows that the hotspot cannot be turned on"
software,"Use ICPS to connect to the hotspot. When the password has not been verified, ICPS already shows that the target hotspot is connected.",ICPS,Intel AX201 WLAN shows YB after connect WLAN AP around 15m.
software,ICPS open source components have security vulnerabilities and do not provide open source declaration and open source component software list,ICPS,9260 didnt take action as receiving BTM for transition from 2G to 5G.
software,C:\ProgramData\Intel\Connectivity directory is not deleted after uninstalling ICPS,ICPS,The PIE service has stuck cause to GetSupportedChannels does not return a value.
software,Update WebView2 Fixed Version in baseAppxContainers,Killer,Why is the AX211 TH(Thailand) power on 2.4G/5G-B1/5G-B4 are follows US not EU? - DCR-1747
software,ICPS network advice is unstable,ICPS,Station would connect 5G channel 149 BW160 with only 11n which is  not align with JfP/Quasar JfP/Solar
software,"""Gaming"" category still show on the vPro SKUs",Killer,BSOD occurs after add Wifi network on F3 then boot to OS
software,The pdb debug file exists in the package UWD\Win64\Drivers\ICPSComponent\Symbols directory,ICPS,"System will show ""No dispalys are available"" when press Win+K via Miracast."
software,ICPS network advice is not correct,ICPS,Intel WLAN AX211 driver cannot be install
software,The Killer Intelligence Center default setting of the Auto Bandwidth option is OFF after installed,Killer,Intel WiFi Module MU-MIMO Conducted EVM failure in 2462MHz 40MHz Bandwidth
software,English text is displayed on Japanese OS,Killer,Systme cannot search Wi-Fi direct device starting from 22.120 (22.110 no issue)
software,The error -SW Drip = 0- is listed in the Fail Reason column after running ModS_Cycling_Test.,Killer,5GHz Ch132 80MHz Beacon CANT be scanned by AX210 w/ MCC GB
software,":Error id 16 ""Intel Connectivity Network service loading config file error"" after reset system",Killer,System unable to connect the hidden network
software,":Event ID 7023 The Intel Connectivity Service service terminated"" happensduring Restart test",Killer,"WLAN Driver YB (error code 10/43) when running S4 in Win11R OS, pass with 22.50.0.7, fail with 22.80.0.9 and newer"
software,": ICPS UWP not automatically uninstalled and not work when ICPS entitlement bit is ""disabled""",ICPS,System show 7c BSoD when reboot.
software,My Network still shows the SSID of the connected hotspot after the WiFi switch is turned off,Killer,Connection failure after resuming from hibernate with 2.4GHz AP
software,"Disconnecting the network through the OS, the ICPS connection speed is inconsistent with the test speed UI update status",ICPS,There are Event ID 5002 in log after running WiFi Connection Reliability test.
software,The Killer Optimizations shows 0 on Win10 OS,Killer,There are Event ID 4003 in log after running WiFi Connection Reliability test.
software,please help release Killer 1675x/1650 card driver for new platform WM&Tracer MLK,Killer,There are Event ID 5002 in log after running WiFi Connection Reliability test.
software,BSOD 0X1E happen during music playback longrun,Killer,Warmboot stress testing meet WLAN YB
software,d1 BSoD occured,Killer,NobelE fails to call the PIE interface and gets the country code as 0
software,":The images in the ""Type"" column of Network Health are generically labeled as ""image""",Killer,Slow download throughput when FIPS enabled on the client.
software,Accessibility issue of Killer Intelligence Center.,Killer,0x9F_3_SETPOWER_IMAGE_Netwtw10.sys --Wdf01000!FxPkgFdo::_PowerPassDown+0x79
software,Got the exception of set bandwidth UI.,Killer,Reset/Recovery error due to different asserts during Disconnected Standby/Hibernate test
software,Killer LAN App can be installed on motherboard with Realtek RTL8811HSD LAN chip,Killer,WiFi 5010 system events and 0x1997 asserts still happens with 22.130.0.5
software,SW drip value show 0% & HW value is empty in Sleepstudy report.,Killer,SUT met BSOD:DRIVER_POWER_STATE_FAILURE(0x9f) when executing stress 3DMark.
software,Can not launch ICPS on clean OS which has not installed WLAN and Intel Management Engine Components drivers,ICPS,WW power level on chain A/B are not followed DV power table definition
software,KCC 3.1122.104.2 cant be installed on the system (single case),Killer,The 5G channel is empty and created on a 2.4g channel.
software,SW/HW DRIPS below 90% in sleep study-report after resume from AC Modern Standby overnight,Killer,Reset/Recovery instances due to different asserts during Disconnected Standby/Hibernate test
software,"""passcode incorrect"" message doesnt appear",Killer,"WiFi 6e channels could not be connected when selecting ""Open"" as Authentication Method on Access Point"
software,Tributo was reviewed by MSFT and reported the following issues related to Killer:,Killer,SIP110836 - EB 1040 G6 / Huawei / GC / Intel WLAN Unexpected Roaming Issue / PC APJ / CN
software,Analytics Service crash when sending out of bounds input,Killer,Cannot connect when AP is stealth enabled.
software,ICPS driver will automatically uninstalled on the PC with ICPS entitlement Bit enabled after installing ICPS driver,ICPS,Connect to WLAN to play online video and drive YB appearserror code10
software,Please use uppercase in filename (IDBWM.exe),Killer,Connect to WLAN to play online video and drive YB appearserror code43
software,Bugcheck doing File transfer,Killer,Frequent throughput drops when device resumes from Hibernate/DS
software,[MSI][1593][ADL P][wireless driver 22.130.0.5 can not install by installer],Killer,during Disconnected Standby/Hibernate test
software,KillerWirelessSuiteComplete can not find the EncryptedSSID.txt in the folder.,Killer,Losing audio while using teams
software,": Advance Settings of ""Pop up notification for better access points"" UI not synchronously",Killer,Reset/Recovery instances due to asserts 0x4424 during Disconnected Standby/Hibernate tests
software,"Intel AX211 + KCC, ""Wi-Fi Score by Access Point"" areas of KCC is blank",Killer,The DUT will disconnect from AP due to the miss beacon happen
software,Request SSID: 0x0BEB for AX211 on Fiorano_RPL,Killer,"""Multi-Screen Collaboration"" will disconnect via PC manager -  Tx Faild due to reason 0x91."
software,BSOD occurs during Zoom Call,Killer,The user cannot connect to any hotspot after waking up from sleep
software,IOCTL call to RFE_CO_IOCTL_RESET_PRIORITY results in BSOD,Killer,latitude 7320 2in1 <AX201_WiFi> Event ID 5010 (driver assert 0xB697)  while boot to OS/ resume from MODS
software,IOCTL calls to RFE_CO_IOCTL_FAILOVER might result in an infinite loop,Killer,The wlan list is empty when system resume from MS. (cycle FR: 1/20; DUT FR:1/12)
