jira_id,ips_title,jira_component,human_category,label_source,pseudo_confidence,sample_weight,feature_text
WIFI-102936,[Lenovo_IdeaPad][Compal][S560 Pro-14ITL][20H2] Unit show BSoD: 0xd1 when run CB stress (1/10),WinDriver->Performance,Performance,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->Performance] [Lenovo_IdeaPad][Compal][S560 Pro-14ITL][20H2] Unit show BSoD: 0xd1 when run CB stress (1/10)
WIFI-141560,[LG][16Z90P][TGL/AX201/20H2] Sometimes AP connection fails in channel 100 ~ 128,3rd Party->AP,Connectivity,component_to_category_100pct,1.00,0.90,[COMPONENT=3rd Party->AP] [LG][16Z90P][TGL/AX201/20H2] Sometimes AP connection fails in channel 100 ~ 128
WIFI-370017,[Dell][Compal]OBMLK2_MTL_BE200_CB YB_5002 event,TOP->FW,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=TOP->FW] [Dell][Compal]OBMLK2_MTL_BE200_CB YB_5002 event
BT-283405,[Dell][Compal][UEFI][TributoLNL][DVT2/MP]Bluetooth device sometimes become disconnect,Host UEFI - BIOS,BIOS,component_to_category_100pct,1.00,0.90,[COMPONENT=Host UEFI - BIOS] [Dell][Compal][UEFI][TributoLNL][DVT2/MP]Bluetooth device sometimes become disconnect
WIFI-317085,[Dell][Compal][Tribtuto MTL]Wlan and BT lost in Device Manager when trying to connect wireless AP,TOP->FSEQ,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=TOP->FSEQ] [Dell][Compal][Tribtuto MTL]Wlan and BT lost in Device Manager when trying to connect wireless AP
BT-302523,[Dell/Compal][BolanLNL] Win10 Stress_WB/S4_BSOD point to btpci.sys_0x7e,Host Windows- Driver->PCIe,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=Host Windows- Driver->PCIe] [Dell/Compal][BolanLNL] Win10 Stress_WB/S4_BSOD point to btpci.sys_0x7e
WIFI-135945,PKI Authentication Issue with Newer Intel Wireless Drivers on Spyglass,WinDriver->Connectivity,Connectivity,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->Connectivity] PKI Authentication Issue with Newer Intel Wireless Drivers on Spyglass
WIFI-368602,[Lenovo Thinkbook][Lenovo][TB 13X G4][Intel AX211]BSOD 0x13A(Netwtw14!memFree) occurs when running WB stress test in product line,WinDriver->System flows,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->System flows] [Lenovo Thinkbook][Lenovo][TB 13X G4][Intel AX211]BSOD 0x13A(Netwtw14!memFree) occurs when running WB stress test in product line
WIFI-363422,[Samsung][LNL] WLAN Device shows YB.,TOP->FW,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=TOP->FW] [Samsung][LNL] WLAN Device shows YB.
WIFI-417111,"[Lenovo-ThinkPad][LCFC][MTL][Thinkbook plus G5][Win11]AX211WLAN:After resuming from the S5,the wifi automatic connection fails or the connection time is too long",WinDriver->Connectivity,Connectivity,component_to_category_100pct,1.00,0.90,"[COMPONENT=WinDriver->Connectivity] [Lenovo-ThinkPad][LCFC][MTL][Thinkbook plus G5][Win11]AX211WLAN:After resuming from the S5,the wifi automatic connection fails or the connection time is too long"
WIFI-345591,[HUAWEI][HUAQIN][FlemingH][Intel MTL][Intel AX 201][WIFI][Win11]It occured WiFi YB(code 10) when running drop test.,TOP->FW,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=TOP->FW] [HUAWEI][HUAQIN][FlemingH][Intel MTL][Intel AX 201][WIFI][Win11]It occured WiFi YB(code 10) when running drop test.
BT-115115,[HP] - SIO2161249 [Trinidad 1.0 ][CFL-S][ThP2-9260][Win10 22H2] ? BSE0x7f occurred when running WinPVT 11.9.0 /Restart for 120 loops(1s to shut down).,Host Windows- Driver->ibtusb,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=Host Windows- Driver->ibtusb] [HP] - SIO2161249 [Trinidad 1.0 ][CFL-S][ThP2-9260][Win10 22H2] ? BSE0x7f occurred when running WinPVT 11.9.0 /Restart for 120 loops(1s to shut down).
WIFI-393176,[HP/Win11/MTL/GaP2][Inventec][Bobcats][SI] The system show black screen(0X139) after plugging hook2 and play music idle for about 40min in S0.,WinDriver->System flows,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->System flows] [HP/Win11/MTL/GaP2][Inventec][Bobcats][SI] The system show black screen(0X139) after plugging hook2 and play music idle for about 40min in S0.
WIFI-778106,"[HP][bDT][SI-build][Moomin][PTL-H][BE211][ES2][W11_25H2]Error message:""PCI configuration change detected""occurred when run vCosmos_WinPVT v11.15.0 Restart Test.",TOP->STEP,YB/Lost,component_to_category_100pct,1.00,0.90,"[COMPONENT=TOP->STEP] [HP][bDT][SI-build][Moomin][PTL-H][BE211][ES2][W11_25H2]Error message:""PCI configuration change detected""occurred when run vCosmos_WinPVT v11.15.0 Restart Test."
WIFI-743376,[ThinkPad][Curie-2][ARL-U][FmP2] WLAN YB during MFG testing,TOP->FW,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=TOP->FW] [ThinkPad][Curie-2][ARL-U][FmP2] WLAN YB during MFG testing
WIFI-468089,[Dell][Wistron]SUT can be wake up via WOWL S4 with AX211 Wireless Card when set NIC Wake On Mag,WinDriver->System flows,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->System flows] [Dell][Wistron]SUT can be wake up via WOWL S4 with AX211 Wireless Card when set NIC Wake On Mag
WIFI-282937,[AX211][UX3405MA]WLAN YB after S4,FW->MVM,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=FW->MVM] [AX211][UX3405MA]WLAN YB after S4
WIFI-119581,[ASUS PCBU][X3400PA][Tigerlake HU][JfP2/9560][v22.30.0.11]WLAN yellow bang while reboot aging,FW->PHY,Performance,component_to_category_100pct,1.00,0.90,[COMPONENT=FW->PHY] [ASUS PCBU][X3400PA][Tigerlake HU][JfP2/9560][v22.30.0.11]WLAN yellow bang while reboot aging
WIFI-370428,[ASUS MB][ROG STRIX Z790-F GAMING WIFI ][RPL-S][AX211] The system pump up error,TOP->FW,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=TOP->FW] [ASUS MB][ROG STRIX Z790-F GAMING WIFI ][RPL-S][AX211] The system pump up error
WIFI-569731,[Honor][Huaqin][DarwinB][ARL][AX211][24H2][WiFi]Connect to 2.4G WiFi STA The streaming rate drops too much Compared with the scenario of not enabling 5G Softap,System->MAC,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=System->MAC] [Honor][Huaqin][DarwinB][ARL][AX211][24H2][WiFi]Connect to 2.4G WiFi STA The streaming rate drops too much Compared with the scenario of not enabling 5G Softap
WIFI-396293,[WiFi]UPload throughput is slow with GfP2,WinDriver->Performance,Performance,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->Performance] [WiFi]UPload throughput is slow with GfP2
WIFI-348108,[MSFT][Malwa/Azalia] MCC in US 6G band ax mode PRU 26/52/106 tone MIMO B target power are unbalanced,System->PHY,RF,component_to_category_100pct,1.00,0.90,[COMPONENT=System->PHY] [MSFT][Malwa/Azalia] MCC in US 6G band ax mode PRU 26/52/106 tone MIMO B target power are unbalanced
WIFI-230034,[Dell] Using 2.2.15 release & observe scan hang,UEFIDriver,UEFI,component_to_category_100pct,1.00,0.90,[COMPONENT=UEFIDriver] [Dell] Using 2.2.15 release & observe scan hang
WIFI-518539,[Dell/Compal][PistaARL] BE201 WLAN YB on factory,TOP->STEP,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=TOP->STEP] [Dell/Compal][PistaARL] BE201 WLAN YB on factory
WIFI-876287,[Honor][ZhuQue][PTL][AX211 1216@160M][High probability],WinDriver->WiFi Extensions,P2P,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->WiFi Extensions] [Honor][ZhuQue][PTL][AX211 1216@160M][High probability]
BT-45235,[Lenovo-IdeaPad][LCFC][S170IJL][SOVP][Win11]Intel 9560 Wireless Bluetooth will show Yellow Bang during stress test(S3/S4/WB/CB),FW- Transport,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=FW- Transport] [Lenovo-IdeaPad][LCFC][S170IJL][SOVP][Win11]Intel 9560 Wireless Bluetooth will show Yellow Bang during stress test(S3/S4/WB/CB)
WIFI-612336,[HP][Quanta][Hanna][RPL-H r/ RPL-HX r][Win11 24H2] ANT tool NOT able to read WiFi PPAG,ANT,OEM Tools,component_to_category_100pct,1.00,0.90,[COMPONENT=ANT] [HP][Quanta][Hanna][RPL-H r/ RPL-HX r][Win11 24H2] ANT tool NOT able to read WiFi PPAG
BT-106865,[Xiaomi][MIUI+][A55]BT rfcomm connection between Xiaomi Phone and PC used 4s (expect <1s),FW- Protocol -> ACL_BR_EDR,Connectivity,component_to_category_100pct,1.00,0.90,[COMPONENT=FW- Protocol -> ACL_BR_EDR] [Xiaomi][MIUI+][A55]BT rfcomm connection between Xiaomi Phone and PC used 4s (expect <1s)
BT-45900,"[Samsung][Win11-R][HLK][TITAN-H]The unit will occur 0X0C4 BSOD when running ""System - PNP (disable and enable) with IO Before and After (Reliability)"" to Run test(Driver Verifier)(FR:3/3 times)",Host Windows- Driver->ibtusb,YB/Lost,component_to_category_100pct,1.00,0.90,"[COMPONENT=Host Windows- Driver->ibtusb] [Samsung][Win11-R][HLK][TITAN-H]The unit will occur 0X0C4 BSOD when running ""System - PNP (disable and enable) with IO Before and After (Reliability)"" to Run test(Driver Verifier)(FR:3/3 times)"
WIFI-758082,[Lenovo][Kailash][PTL/BE211][25H2]wifi suddenly disconnected during MS,FW->Data Path,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=FW->Data Path] [Lenovo][Kailash][PTL/BE211][25H2]wifi suddenly disconnected during MS
WIFI-781521,[Samsung][GB6-16 Pro][PTL+ WhP2][FCC/ISED] VLP/SP mode Tx power setting issue by DRTU,System->PHY,RF,component_to_category_100pct,1.00,0.90,[COMPONENT=System->PHY] [Samsung][GB6-16 Pro][PTL+ WhP2][FCC/ISED] VLP/SP mode Tx power setting issue by DRTU
BT-295258,[Lenovo][Thames2/Mersey2][BE] BT Lost during S4/S4 with 23.100.1.1,FW- Protocol -> ACL_BR_EDR,Connectivity,component_to_category_100pct,1.00,0.90,[COMPONENT=FW- Protocol -> ACL_BR_EDR] [Lenovo][Thames2/Mersey2][BE] BT Lost during S4/S4 with 23.100.1.1
WIFI-396294,[Dell/Compal][TributoLNL] BE201 Wi-Fi YB in device manager when system do WB,TOP->FW,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=TOP->FW] [Dell/Compal][TributoLNL] BE201 Wi-Fi YB in device manager when system do WB
WIFI-862127,[Dynabook][LNL][FmP][assert 0xe756] The system experienced abnormal shutdown and the event log recorded many Netwaw18 errors,WinDriver->Performance,Performance,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->Performance] [Dynabook][LNL][FmP][assert 0xe756] The system experienced abnormal shutdown and the event log recorded many Netwaw18 errors
WIFI-713978,[HP][IEC] - SIO2387955[Merino][PTL][Whp-BE211][Win11 24H2]Wi-Fi will turn off automatically when idle in OS in DC mode.,TOP->FW,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=TOP->FW] [HP][IEC] - SIO2387955[Merino][PTL][Whp-BE211][Win11 24H2]Wi-Fi will turn off automatically when idle in OS in DC mode.
WIFI-599940,[WiFi]Disconnection on missed beacons occurs even if RX fata frames is received,FW->PHY,Performance,component_to_category_100pct,1.00,0.90,[COMPONENT=FW->PHY] [WiFi]Disconnection on missed beacons occurs even if RX fata frames is received
WIFI-114876,[Padme-1/Knockout-1] Never Crash Issue: AV_Netwtw08!dclReturnRxBufferApi,WinDriver->System flows,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->System flows] [Padme-1/Knockout-1] Never Crash Issue: AV_Netwtw08!dclReturnRxBufferApi
WIFI-826512,"[MSI][PTL][BE211][B211_PTL-4Xe_wifi 7][0x20100505][YB] Wifi yellow bang, FW assert 0x20100505",TOP->STEP,YB/Lost,component_to_category_100pct,1.00,0.90,"[COMPONENT=TOP->STEP] [MSI][PTL][BE211][B211_PTL-4Xe_wifi 7][0x20100505][YB] Wifi yellow bang, FW assert 0x20100505"
BT-72056,"[Huawei/Bitland][ADL-S][PanguC][AX201][BT] When the machine is connected to 2.4g network for downloading services, the Bluetooth headset brokenly plays online music on the Bluetooth search interface",FW- Protocol -> ACL_BR_EDR,Connectivity,component_to_category_100pct,1.00,0.90,"[COMPONENT=FW- Protocol -> ACL_BR_EDR] [Huawei/Bitland][ADL-S][PanguC][AX201][BT] When the machine is connected to 2.4g network for downloading services, the Bluetooth headset brokenly plays online music on the Bluetooth search interface"
WIFI-373349,[Lenovo_Thinkpad_China][Wistron][Blanc/Cook][Meteor][BE200][FR:100%]BE200 disconnect from AP under UEFI environment.,UEFIDriver,UEFI,component_to_category_100pct,1.00,0.90,[COMPONENT=UEFIDriver] [Lenovo_Thinkpad_China][Wistron][Blanc/Cook][Meteor][BE200][FR:100%]BE200 disconnect from AP under UEFI environment.
BT-72972,[Honor][Huaqin][HiggsE][TGL][AX201?PC create BR connection with error: Connection Rejected due to security reasons,FW- Protocol -> ACL_BR_EDR,Connectivity,component_to_category_100pct,1.00,0.90,[COMPONENT=FW- Protocol -> ACL_BR_EDR] [Honor][Huaqin][HiggsE][TGL][AX201?PC create BR connection with error: Connection Rejected due to security reasons
WIFI-363034,[Dell][Compal][NexusMLK][MTL-H][BE1750]S4_SUT_BSOD_BSOD_DRIVER_IRQL_NOT_LESS_OR_EQUAL(0xD1) with Dump,WinDriver->Performance,Performance,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->Performance] [Dell][Compal][NexusMLK][MTL-H][BE1750]S4_SUT_BSOD_BSOD_DRIVER_IRQL_NOT_LESS_OR_EQUAL(0xD1) with Dump
BT-188989,[Lenovo_IdeaPad][Hetian][LCFC][FVT-QS][S990-IMH][Windows11]Intel Bluetooth (AX211):BT lost when run S4/S5/CB stress test,FW- Transport,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=FW- Transport] [Lenovo_IdeaPad][Hetian][LCFC][FVT-QS][S990-IMH][Windows11]Intel Bluetooth (AX211):BT lost when run S4/S5/CB stress test
WIFI-868117,"[Honor][Huaqin][LvzhouD][WCL][Intel AX211][WiFi][25H2]After STA changes the channel, the P2P channel undergoes irregular changes.",WinDriver->WiFi Extensions,P2P,component_to_category_100pct,1.00,0.90,"[COMPONENT=WinDriver->WiFi Extensions] [Honor][Huaqin][LvzhouD][WCL][Intel AX211][WiFi][25H2]After STA changes the channel, the P2P channel undergoes irregular changes."
WIFI-312539,[NEXUS MLK] The noise in BE200 AUX connector,System->PHY,RF,component_to_category_100pct,1.00,0.90,[COMPONENT=System->PHY] [NEXUS MLK] The noise in BE200 AUX connector
WIFI-205172,"[Huawei][Quanta][H9HD][HookF][AX211][21H2][WLAN][BUG-20220311-45798] One beta user reported that the machine had a blue screen during use, and then the machine restarted. Blue screen code: DRIVER_POWER_STATE_FAILURE, bugcheck: 0x9F. D drive has dump.",WinDriver->System flows,YB/Lost,component_to_category_100pct,1.00,0.90,"[COMPONENT=WinDriver->System flows] [Huawei][Quanta][H9HD][HookF][AX211][21H2][WLAN][BUG-20220311-45798] One beta user reported that the machine had a blue screen during use, and then the machine restarted. Blue screen code: DRIVER_POWER_STATE_FAILURE, bugcheck: 0x9F. D drive has dump."
WIFI-294188,[DELL][Compal]WLAN module AX201 YB and error code 10 & 43,System->MAC,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=System->MAC] [DELL][Compal]WLAN module AX201 YB and error code 10 & 43
WIFI-175142,[Honor][Huaqin][HiggsE][i7-11390H][AX201][Win11]][10%] PC?TV????????????SoftAp + Gc,WinDriver->WiFi Extensions,P2P,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->WiFi Extensions] [Honor][Huaqin][HiggsE][i7-11390H][AX201][Win11]][10%] PC?TV????????????SoftAp + Gc
WIFI-368122,"[Honor][huaqin][DarwinA][MTL][AX201][High probability]Under the automatic SMPS of the Darwin project, AUX and Main imbalance affect the combined RX sensitivity",FW->PHY,Performance,component_to_category_100pct,1.00,0.90,"[COMPONENT=FW->PHY] [Honor][huaqin][DarwinA][MTL][AX201][High probability]Under the automatic SMPS of the Darwin project, AUX and Main imbalance affect the combined RX sensitivity"
WIFI-477517,[Dell_Compal][TRK14][ARL][FmP2]WLAN driver was show yellow bang when recover image,TOP->STEP,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=TOP->STEP] [Dell_Compal][TRK14][ARL][FmP2]WLAN driver was show yellow bang when recover image
WIFI-364091,"[lenovo][lcfc][Lam1][MTL][AX211][23H2][3/60]MHs client disconnect, w/o wifi list",FW->PHY,Performance,component_to_category_100pct,1.00,0.90,"[COMPONENT=FW->PHY] [lenovo][lcfc][Lam1][MTL][AX211][23H2][3/60]MHs client disconnect, w/o wifi list"
WIFI-114877,[Knockout-2] Never Crash issue: 0x9F_3_SETPOWER_Netwtw10!_vector_destructor_iterator___PERF__(Netwtw10+0x0),WinDriver->System flows,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->System flows] [Knockout-2] Never Crash issue: 0x9F_3_SETPOWER_Netwtw10!_vector_destructor_iterator___PERF__(Netwtw10+0x0)
WIFI-284583,[HUAWEI][HUAQIN][Morgan][NB3757][Intel TGL][Intel AX201][W11][WIFI] System cannot connect WIFI again when system resume from S4,3rd Party->AP,Connectivity,component_to_category_100pct,1.00,0.90,[COMPONENT=3rd Party->AP] [HUAWEI][HUAQIN][Morgan][NB3757][Intel TGL][Intel AX201][W11][WIFI] System cannot connect WIFI again when system resume from S4
WIFI-369750,[HP/Win11/ADL-N/GfP2][Inventec][Arizona-R] BSOD 0x9F occured when running WinPVT Standby Critical Focus via vCosmos.,WinDriver->System flows,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->System flows] [HP/Win11/ADL-N/GfP2][Inventec][Arizona-R] BSOD 0x9F occured when running WinPVT Standby Critical Focus via vCosmos.
WIFI-139864,[HP/SIO2009286/Win11/ADL-P/GfP2/Starfox] BSOD 0xD1 occurs during upgrade BIOS to 00.27.00 via FUR,WinDriver->Performance,Performance,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->Performance] [HP/SIO2009286/Win11/ADL-P/GfP2/Starfox] BSOD 0xD1 occurs during upgrade BIOS to 00.27.00 via FUR
BT-213877,[Honor][Huaqin][DarwinA][MTL][AX201][22H1[20%]BT firmware crash--pointer null,FW- Protocol -> ACL_LE,Connectivity,component_to_category_100pct,1.00,0.90,[COMPONENT=FW- Protocol -> ACL_LE] [Honor][Huaqin][DarwinA][MTL][AX201][22H1[20%]BT firmware crash--pointer null
WIFI-357574,[Honor][Huaqin][DarwinA][Intel MTL][Intel AX201][WiFi][22H2]The RSSI of the antenna test will follow the results of the previous test,FW->Data Path,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=FW->Data Path] [Honor][Huaqin][DarwinA][Intel MTL][Intel AX201][WiFi][22H2]The RSSI of the antenna test will follow the results of the previous test
BT-55864,[Dynabook][Win11] BT headset is repeatedly disconnected and connected during playing music with BT offload enabled,FW- Protocol -> ACL_BR_EDR,Connectivity,component_to_category_100pct,1.00,0.90,[COMPONENT=FW- Protocol -> ACL_BR_EDR] [Dynabook][Win11] BT headset is repeatedly disconnected and connected during playing music with BT offload enabled
WIFI-309456,[Dell][Compal][Kenai MTL]Wlan driver v22.215.0.13 installed by inf and Wlan device showed YB,TOP->FW,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=TOP->FW] [Dell][Compal][Kenai MTL]Wlan driver v22.215.0.13 installed by inf and Wlan device showed YB
BT-456135,[ASUS/PEGA][TP3407AA][PTL] System show BSOD 0x139 if disabled BT then rotate DUT,Host Windows- Driver->PCIe,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=Host Windows- Driver->PCIe] [ASUS/PEGA][TP3407AA][PTL] System show BSOD 0x139 if disabled BT then rotate DUT
WIFI-875055,[Lenovo ideapad ][LCFC][V gen 7 WCL][be213] BIOS WGDS shetting invalid,System->MAC,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=System->MAC] [Lenovo ideapad ][LCFC][V gen 7 WCL][be213] BIOS WGDS shetting invalid
WIFI-753874,[Dell_Compal][RNG][PTL][WhP2]BE211 BT YB issue is suspected to be caused by Wi-Fi assertion.,System->PHY,RF,component_to_category_100pct,1.00,0.90,[COMPONENT=System->PHY] [Dell_Compal][RNG][PTL][WhP2]BE211 BT YB issue is suspected to be caused by Wi-Fi assertion.
BT-184369,[Nilinjie][BT][Huawei][VangogH][MTL][DVT]The bluetooth driver has a yellow bang affter PC wakeup from MS..,FW- Transport,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=FW- Transport] [Nilinjie][BT][Huawei][VangogH][MTL][DVT]The bluetooth driver has a yellow bang affter PC wakeup from MS..
WIFI-177588,[Huawei][Quanta][WrightD][TGL-U][AX201][20H1][WiFi][805262173] Wifi device random shows YellowBang.,FW->Infra,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=FW->Infra] [Huawei][Quanta][WrightD][TGL-U][AX201][20H1][WiFi][805262173] Wifi device random shows YellowBang.
BT-34421,[HP/Dogfood/Startlight/TGL-H/HrP AX201/W10]BT mouse auto disconnect when joining zoom call.,FW- Protocol -> ACL_LE,Connectivity,component_to_category_100pct,1.00,0.90,[COMPONENT=FW- Protocol -> ACL_LE] [HP/Dogfood/Startlight/TGL-H/HrP AX201/W10]BT mouse auto disconnect when joining zoom call.
WIFI-358977,[Honor][huaqin][DarwinA][MTL][AX201]PC cannot scan to TV when using miracast,WinDriver->Connectivity,Connectivity,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->Connectivity] [Honor][huaqin][DarwinA][MTL][AX201]PC cannot scan to TV when using miracast
WIFI-545655,[LG][16Z90TR][ARL/BE201/Win11 24H2] BSOD 0x19E occurs after installing the image,TOP->STEP,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=TOP->STEP] [LG][16Z90TR][ARL/BE201/Win11 24H2] BSOD 0x19E occurs after installing the image
