row,technology,predicted,derived,override,decision_source,candidates,label,jira_title,ips_title,text_used
4090,,OEM Tools,BSOD,,cue,"BSOD, Connectivity",,"BIOS 2.03 - 2.07 update (stress testing) on Windows , one DUT meet BSOD 0A .supsect realative with Intel WLAN driver Netwtw10.sys",23.100.0.4 cant connect with US PST lab WPA3 UHB AP,"BIOS 2.03 - 2.07 update (stress testing) on Windows , one DUT meet BSOD 0A .supsect realative with Intel WLAN driver Netwtw10.sys"
4091,,ICPS,YB/Lost,,cue,"YB/Lost, Connectivity",,WIFI Driver Yellow Bang during watching online,WiFi Direct discovery & connection to peer takes a long time as ICPS installed.,WIFI Driver Yellow Bang during watching online
4092,,Connectivity,YB/Lost,,cue,YB/Lost,,"The PC does the fast boot test, and the network adapter appears as YBcode 10",Question for Beacon Measurement request/response before BTM Handshake for Mesh Setup,"The PC does the fast boot test, and the network adapter appears as YBcode 10"
4093,,YB/Lost,Connectivity,,cue,Connectivity,,WLAN YellowBangs or shows empty when running online video overnight,Wi-FI device will YB when use 23.80 PV and add registry HumanPresenceSpdConfigId=1-5,WLAN YellowBangs or shows empty when running online video overnight
4094,,YB/Lost,Needs-Triage,,fallback,,,AP on ch149 might be ignored by STA if the AP support BW160 at CH149,BE201 WLAN YB on factory with assert 0x505 while idle,AP on ch149 might be ignored by STA if the AP support BW160 at CH149
4095,,YB/Lost,BSOD,,cue,"BSOD, System Hang",,UUT hang up with black screen and BSOD occurs when running S4 overnight,-- Intel WIFI7 module on AMD 800 series platform YB and device lost issue,UUT hang up with black screen and BSOD occurs when running S4 overnight
4096,,Connectivity,Power Consumption,,cue,Power Consumption,,"SoftAP Rx is low(60Mbps) with Phone, While OS build-in hotspot Rx is fine(200+Mbps) with Phone. (F/R: 100%)",FCC psPD test result has huge gap,"SoftAP Rx is low(60Mbps) with Phone, While OS build-in hotspot Rx is fine(200+Mbps) with Phone. (F/R: 100%)"
4097,,Power Consumption,Needs-Triage,,fallback,,,connection fail to Anritsu MT8862A at 6GHz WPA3 security,2.4G DRTU Target power difference at the same SKU,connection fail to Anritsu MT8862A at 6GHz WPA3 security
4098,,RF,Connectivity,,cue,"Connectivity, Performance",,WiFi6E WiFi Tx throughput test fail - 6GHz 160MHz_CH213 & 80MHz_CH117,TAS/SAR becomes Active even though its disabled by SAR Manager (set to index 0),WiFi6E WiFi Tx throughput test fail - 6GHz 160MHz_CH213 & 80MHz_CH117
4099,,BSOD,Connectivity,,cue,Connectivity,,WIFI signal detected in DFS band cause FCC_DFS test fail,"BSoD point to WifiCx during Stress_Random MS/S4,F/R: 3/20units, 3/2000cycles)",WIFI signal detected in DFS band cause FCC_DFS test fail
4100,,ICPS,BSOD,,cue,"BSOD, System Hang",,Stress_S4_Hang and got BSOD,"The DUT open ICPS, BSOD 0xa",Stress_S4_Hang and got BSOD
4101,,Killer,YB/Lost,,cue,"YB/Lost, Connectivity",,- Intel 9560 Wlan Device show yellow bang on Device Manager. ( F/R: >50%),The header of Network Health takes 5-20s to align,- Intel 9560 Wlan Device show yellow bang on Device Manager. ( F/R: >50%)
4102,,Killer,Connectivity,,cue,Connectivity,,TV disconnect from PC during stress test PC miracast to TV via Honor APP,PIMS-123991 - Stress CB BSOD w/ dump code IRQL_NOT_LESS_OR_EQUAL. (0x0A),TV disconnect from PC during stress test PC miracast to TV via Honor APP
4103,,Killer,YB/Lost,,cue,"YB/Lost, BSOD",,"YB with FATAL_ERROR: uCode ASSERT (lmacID = 0x1, rtStatus = 0xFA2, log is  valid)",About Intel Killer software,"YB with FATAL_ERROR: uCode ASSERT (lmacID = 0x1, rtStatus = 0xFA2, log is  valid)"
4104,,Killer,Connectivity,,cue,Connectivity,,Not able to WoWLAN by remote desktop --DC mode,Productivity UI wording not correct,Not able to WoWLAN by remote desktop --DC mode
4105,,ICPS,OEM Tools,OEM Tools,override,"Connectivity, OEM Tools",,System cant connect mirror screen or Microsoft Miracast with DG2 Gfx.,ICPSs App is installed automatically after ICPSComponent.inf installed by pnputil.,System cant connect mirror screen or Microsoft Miracast with DG2 Gfx.
4106,,ICPS,Connectivity,,cue,Connectivity,,Intel WLAN 22.80.0.9 WU submission rejected - vso 37107136,"ICPS will show ""Connection failed"" but the AP can be connected by OS UI",Intel WLAN 22.80.0.9 WU submission rejected - vso 37107136
4107,,ICPS,YB/Lost,,cue,"YB/Lost, BSOD, Connectivity",,"AX210 WLAN show Yellow band in device manager when connect Enterprise-class router AX -- uCode ASSERT(LMAC1, rtStatus = 0x91, log is valid. data1:0x1699a, data2:0xcafecafe)",ICPS application was unable to download from Windows store automatically,"AX210 WLAN show Yellow band in device manager when connect Enterprise-class router AX -- uCode ASSERT(LMAC1, rtStatus = 0x91, log is valid. data1:0x1699a, data2:0xcafecafe)"
4108,,Killer,Connectivity,,cue,Connectivity,,"[Haier][Wingtech][G1][ADL-P][Ax210][21H2]With the PC connection to the WiFi for a long-time suspension test, the WLAN driver has a loss problem [3 / 3]",KillerEthernetSuite 3.1121.1173 UWD Setup Install Fail,"[Haier][Wingtech][G1][ADL-P][Ax210][21H2]With the PC connection to the WiFi for a long-time suspension test, the WLAN driver has a loss problem [3 / 3]"
4109,,Killer,YB/Lost,,cue,"YB/Lost, BSOD",,"YB uCode ASSERT (lmacID = 0x0, rtStatus = 0x2000031C, log is  valid)",Killer Suite and Killer Ethernet Suite cant install success by Killer installer,"YB uCode ASSERT (lmacID = 0x0, rtStatus = 0x2000031C, log is  valid)"
4110,,Killer,BSOD,,cue,BSOD,,Error event occurs during S4 stress test FATAL_ERROR: prvAlonIndicateSusResToFwIntWd (2597) - tag: 0x1997,The frame will flash in settings page of Killer Control Center app.,Error event occurs during S4 stress test FATAL_ERROR: prvAlonIndicateSusResToFwIntWd (2597) - tag: 0x1997
4111,,ICPS,BSOD,,cue,"BSOD, System Hang",,QS System hang up during stress test Netwtw10!osalMemoryCopy+0x15,The ICPS app will set to background window after connect to AP.,QS System hang up during stress test Netwtw10!osalMemoryCopy+0x15
4112,,Killer,Power Consumption,,cue,Power Consumption,,3.3V module power consumption more than 15mW in MS airplane mode after Reboot ( F/R: 100%),"Wifi auto-connection not work after restart until check ""connect-automatically"" in Windows Wifi menu",3.3V module power consumption more than 15mW in MS airplane mode after Reboot ( F/R: 100%)
4113,,Killer,BSOD,,cue,"BSOD, Connectivity",,BSoD point to vwifi during S4 stress test,"The ""only show authorized networks"" option cannot be reset after click ""reset all settings to default"".",BSoD point to vwifi during S4 stress test
4114,,ICPS,Connectivity,,cue,Connectivity,,Client WiFi adapter in Russia does not connect in 11ax mode,"the ""CAPS Lock"" tips is displayed on a wrong area from ICPS when auto rotate the screen between protrait mode andlandscape mode",Client WiFi adapter in Russia does not connect in 11ax mode
4115,,ICPS,Connectivity,,cue,Connectivity,,PC miracast to TV failed due to PC do not response auth req(Fail Rate: 1/50),"""Passcode"" dialog is hidden behind the ICPS UI when connect to other AP from ICPS after switching  switching user",PC miracast to TV failed due to PC do not response auth req(Fail Rate: 1/50)
4116,,ICPS,BSOD,,cue,"BSOD, Connectivity",,Wifi occur yellow band(43)  rtStatus = 0x1072 when run iperf.exe.,ICPS UI is hidden behind Other App UI when connect to AP from ICPS successfully,Wifi occur yellow band(43)  rtStatus = 0x1072 when run iperf.exe.
4117,,Killer,BSOD,,cue,BSOD,,BSoD related with netwtw10 during warm boot stress test,22.90.1.1 abnormal conductive T-put for 5G(AX211 and Killer1690i) when install KCC,BSoD related with netwtw10 during warm boot stress test
4118,,ICPS,BSOD,,cue,BSOD,,Netwtw10!prvDpWorkItemRxWorker+0x56,"When ICPS shows Korean, text on the menu is truncated",Netwtw10!prvDpWorkItemRxWorker+0x56
4119,,Killer,BSOD,,cue,BSOD,,Stress_BurnIn_BSOD_KERNEL_SECURITY_CHECK_FAILURE with dump (0x139),Chinese mintranslation,Stress_BurnIn_BSOD_KERNEL_SECURITY_CHECK_FAILURE with dump (0x139)
4120,,Killer,BSOD,,cue,BSOD,,Intel RST - We got the BSOD,The access point is not sync up with OS native list,Intel RST - We got the BSOD
4121,,ICPS,YB/Lost,,cue,"YB/Lost, Connectivity",,"Connect WiFi to play video, and the WLAN driver appears  YB",ICPS app can show English only in windows task bar.,"Connect WiFi to play video, and the WLAN driver appears  YB"
4122,,ICPS,OEM Tools,OEM Tools,override,OEM Tools,,Time in HW&SW Drips cant meet the target from CS (Top Offenders:Intel(R) Wi-Fi 6 AX201 160MHz,see 9560(11ac) card is also included in ICPSExtension.inf,Time in HW&SW Drips cant meet the target from CS (Top Offenders:Intel(R) Wi-Fi 6 AX201 160MHz
4123,,ICPS,YB/Lost,,cue,"YB/Lost, Connectivity",,WIFI YB(code 43) occurred in DM after uninstalling DDD driver then installing PV driver.,Cant connect wifi using ICPS app,WIFI YB(code 43) occurred in DM after uninstalling DDD driver then installing PV driver.
4124,,ICPS,BSOD,,cue,BSOD,,0x1E_c000001d_STACKPTR_ERROR_BAD_IP_Netwtw10!unknown_function,Cant connect to hidden AP on ICPS app,0x1E_c000001d_STACKPTR_ERROR_BAD_IP_Netwtw10!unknown_function
4125,,Killer,YB/Lost,,cue,"YB/Lost, Connectivity",,YB(Yellow Bang) WLAN Issue as connecting to AP,Cant keep the network connection after reboot,YB(Yellow Bang) WLAN Issue as connecting to AP
4126,,Killer,YB/Lost,YB/Lost,override,"Connectivity, YB/Lost",,Disconnecting due to FW assert (2nd log) / M2 EAPOL missing (1st log),"Pop up notificaton ""Always connect to the best network"" option not work",Disconnecting due to FW assert (2nd log) / M2 EAPOL missing (1st log)
4127,,Killer,System Hang,System Hang,override,"Connectivity, System Hang",,System hang during restarting and shutdown as WIFI connected,Productivity UI wording not correct,System hang during restarting and shutdown as WIFI connected
4128,,Killer,BSOD,,cue,BSOD,,BSOD 0x7E related with Intel AX201 wireless during restart stress test - Netwtw10!deleteHalLayer,Sensitive Cleartext string in memory persistence,BSOD 0x7E related with Intel AX201 wireless during restart stress test - Netwtw10!deleteHalLayer
4129,,ICPS,YB/Lost,,cue,"YB/Lost, BSOD",,"Intel AX201 wfi card YB, error code 10.(FR:11/2200 units) - Ucode Assert 0x942",Cant connect to hidden AP on ICPS app,"Intel AX201 wfi card YB, error code 10.(FR:11/2200 units) - Ucode Assert 0x942"
4131,,Killer,BSOD,,cue,"BSOD, Connectivity",,BSOD 0xD1 occurs during WiFi connection and disconnection,Killer package cant be installed with E2600/E3000.,BSOD 0xD1 occurs during WiFi connection and disconnection
4132,,ICPS,BSOD,,cue,"BSOD, Power Consumption",,The EUT occurred BSOD (DRIVER_POWER_STATE_FAILURE (9f)) during plug dock/unplug dock test when connect to MS dock by DP port.,"Unit would show""Connection failed""after forget the network by OS UI then connect it again in ICPS.",The EUT occurred BSOD (DRIVER_POWER_STATE_FAILURE (9f)) during plug dock/unplug dock test when connect to MS dock by DP port.
4133,,ICPS,Connectivity,,cue,Connectivity,,Z93 WiFi 5Ghz band 160M-BW DFS fail issue,The difference for the battery life  between ICPS  enabled and  ICPS disabled over 15%,Z93 WiFi 5Ghz band 160M-BW DFS fail issue
4134,,Killer,Needs-Triage,,fallback,,,RX degradation at low attenuation on 5GHz BW 160M channel 100,The UI of Intel Connectivity Performance Suite didnt show opposite,RX degradation at low attenuation on 5GHz BW 160M channel 100
4135,,ICPS,BSOD,,cue,BSOD,,BSOD occurs during running Modern Standby Critical Only,ICPS GUI cant be open from All apps for the 2nd time unless quit from system tray,BSOD occurs during running Modern Standby Critical Only
4136,,Killer,BSOD,,cue,BSOD,,"Yellow ban with 0x20100702 , restart can repro with high F/R",Error ID 1000 (Intelconnect.exe) was found during Restart test on T16/P16s(F/R:1/25 units),"Yellow ban with 0x20100702 , restart can repro with high F/R"
4137,,Killer,Connectivity,,cue,Connectivity,,11ac-5Ghz Wifi performance is lower in DC mode compared to AC mode when using Netgear R9000 AP model,Error ID 1000 Application IDBWM.exe crash happens during restart stress test on T15p Gen3(F/R:1/16 units),11ac-5Ghz Wifi performance is lower in DC mode compared to AC mode when using Netgear R9000 AP model
4138,,Killer,Connectivity,,cue,Connectivity,,close wifisoftap dont send deauth to gc,Please help to add SSID into driver-Killer WLAN driver package v3.1121.1159,close wifisoftap dont send deauth to gc
4139,,Killer,YB/Lost,,cue,YB/Lost,,The wireless device will show YB and code 10.,"When press block button under Prioritization Engine/application sheet, the block item will auto do one more on/off action",The wireless device will show YB and code 10.
4140,,Killer,BSOD,,cue,BSOD,,SUT occur BSOD_SYSTEM_THREAD_EXCEPTION_NOT_HANDLED_0X7E (with dump),"The ""Connect"" button in notification banner not work",SUT occur BSOD_SYSTEM_THREAD_EXCEPTION_NOT_HANDLED_0X7E (with dump)
4141,,ICPS,Connectivity,,cue,Connectivity,,PC WLAN connections were unstable and frequently disconnected reconnections,User can connect to AP without entering password from ICPS afer forgetting this AP profile from settings,PC WLAN connections were unstable and frequently disconnected reconnections
4142,,ICPS,System Hang,System Hang,override,System Hang,,System hang on black screen during S3/S4/S5 test WinPVT,Cant open ICPS GUI in All app for the 2nd time under CN and US OS on C970,System hang on black screen during S3/S4/S5 test WinPVT
4143,,Killer,Connectivity,,cue,Connectivity,,DDD log cannot be obtained properly when sending/receiving large files.,Killer performance driver suite UWD causes CPU high usage and power consumption.,DDD log cannot be obtained properly when sending/receiving large files.
4144,,Killer,BSOD,,cue,BSOD,,BSOD occurs during S3/S4/S5 test WinPVT,Killer packaging - Post_Build updates needed,BSOD occurs during S3/S4/S5 test WinPVT
4145,,ICPS,BSOD,,cue,"BSOD, Connectivity, OEM Tools",,FATAL_ERROR: HalLayer::analyzeSpecificHostMonitorDebugData (1287) - tag: 0x19C6 and cant search wifi signal,ICPS would be opened when double click right button on the icon in system tray.,FATAL_ERROR: HalLayer::analyzeSpecificHostMonitorDebugData (1287) - tag: 0x19C6 and cant search wifi signal
4146,,Killer,Performance,,cue,Performance,,Sink PC show lag or garbage when test PC projecting to PC and play local video,No any network information showing on the network health page after refresh the DUT,Sink PC show lag or garbage when test PC projecting to PC and play local video
4147,,Killer,YB/Lost,YB/Lost,override,"Connectivity, YB/Lost",,Reset/Recovery seen during disconnected standby due to ASSERT_00000084,"""Automatically switch to a better network"" and ""pop up notification for better AP"" not work sometimes",Reset/Recovery seen during disconnected standby due to ASSERT_00000084
4148,,ICPS,YB/Lost,,cue,"YB/Lost, BSOD, System Hang",,System hang with black screen under MODS and shows assert 0x231,Forgot Wifi connection not work well for ICPS sometimes,System hang with black screen under MODS and shows assert 0x231
4150,,Killer,Connectivity,,cue,Connectivity,,WifiDrv10Customization INF products list is incorrect,Some icons are overlapping when snap layout mode selected,WifiDrv10Customization INF products list is incorrect
4151,,Killer,Connectivity,,cue,Connectivity,,WiFi drops intermittently while on a teams call,"The ""key"" icon not appear after input AP password and connected",WiFi drops intermittently while on a teams call
4152,,ICPS,OEM Tools,OEM Tools,override,"Power Consumption, RF, OEM Tools",,ANT TAS command output shows incorrect Max power limit value,ICPS Boost mode can be selected after prioritization mode disabled,ANT TAS command output shows incorrect Max power limit value
4153,,ICPS,Connectivity,,cue,"Connectivity, UEFI",,UefiCnvWlanWRDS value can be read by WRT but no function.,Cannot launch ICPS App after switching user,UefiCnvWlanWRDS value can be read by WRT but no function.
4154,,ICPS,YB/Lost,YB/Lost,override,"Connectivity, YB/Lost",,Reset/Recovery seen during disconnected standby due to ASSERT_21000DAD,V1.1021.1111.2 ICPS GUI cant open after preload on C970 and TB 13X,Reset/Recovery seen during disconnected standby due to ASSERT_21000DAD
4155,,ICPS,YB/Lost,YB/Lost,override,YB/Lost,,Assert and failure to re-enumerate,The ICPS GUI cannot open under a multi-user account(FR:2/2),Assert and failure to re-enumerate
