Issue key,project,year,category,Custom field (Root Cause)
BT-66763,BT,2022,Connectivity,Due to the multiple role switch during the connection setup and Override link policy settings enabled the connection process was failing with multiple issues. Changes done as part of BT-70469 fixed this issue of avoiding multiple role switches.
BT-64576,BT,2022,Connectivity,"Issue not root cause yet.
Workaround by avoiding using the relevant access addresses in central role.
"
BT-64111,BT,2022,Connectivity,"Changing ATS2 Quota - A2DP Peripheral + Hid

DCR-1714 - Increase ATS2 quota for Peripheral A2DP and HID device with 10%
From 70% to 80%. "
BT-62054,BT,2022,Connectivity,FW changes included to set LMP Version based on the CNVr
BT-61701,BT,2022,BSOD,The AAC Codec output is varaible in size due to VBR.  The length information of the PDU is to be ended with non 0xFF value.  When the length of the AAC frame is like 510 which is 0xFF 0xFF there is need to add extra 0x00 byte for the decoder to consider AAC header complete and start reading data. This is an implementation bug.
BT-59628,BT,2022,Connectivity,"The cases like updating Object type, sampling frequency and channel mode value for AAC were not taken care.  
              Added validation, Code-Correction and UT cases for the same
    
  "
BT-59625,BT,2022,Connectivity,
BT-59398,BT,2022,Connectivity,"Windows Os is using different PowerActions to notify driver shutdown using command line and UI menu. Tile is configuring for  S5 based on the powerAction values. Now with the given fix, driver handles both the powerActions for S5."
BT-59152,BT,2022,Connectivity,"Upgrade notification will have mismatch when inf installation is done and MSI upgrade is performed on top of Inf.
"
BT-57947,BT,2022,Connectivity,implemented a Fw WA to adjust 16 bit offset in the input of the PCM. This avoids the Solar issue of Left and Right channel switching. Working with HW team on exact defect leading to this problem
BT-56985,BT,2022,Connectivity,3rd Party Msft - Fixed in rs_prerelease.220202-1427
BT-56390,BT,2022,Connectivity,"During D0exit hci response for VS command(set S5 state) is not read . This packet remains in USB rx buffer , and doesnot allow controller to go in Low power mode"
BT-55864,BT,2022,Connectivity,
BT-55022,BT,2022,Connectivity,"The AAC Codec output is varaible in size due to VBR.  The requirement to fit one AAC packet in 1 L2CAP PDU needs Constrained bit rate.

The Constrained bit rate is integrated to solve the problem of AAC packet going beyond L2CAP MTU and causing the far end device into bad state."
BT-55019,BT,2022,Connectivity,
BT-54243,BT,2021,Connectivity,
BT-54023,BT,2021,Connectivity,"Second Fix: The last fix for this was Revert of BT-57020
First Fix: The uninitized RAM buffer for DMA has some extra data in boundary cases and it is causing the bubble noise."
BT-54013,BT,2021,Connectivity,implemented a Fw WA to adjust 16 bit offset in the input of the PCM. This avoids the Solar issue of Left and Right channel switching. Working with HW team on exact defect leading to this problem
BT-51583,BT,2021,Connectivity,"We see an issue where firmware is stuck in USB TX fifo flush, when
core is in USB LPML1 sleep.
We also see early suspend interrupt status as set when this issue occurs,
even when 3ms has not elapsed since the last packet over the line.
If LPM L1 is disabled, issue is not reproduced."
BT-50885,BT,2021,Connectivity,Version was not done for file itself. It was hardcoded in the source and provided command line option.
BT-49477,BT,2021,Connectivity,Blacklisted requested cnvi/cnvr combinations
BT-49205,BT,2021,Connectivity,"Issue disappeared when LPM L1 feature is disabled in 22.90 branch

This fix has bee delivered as part of JIRA BT-49899"
BT-48937,BT,2021,Connectivity,"Issue disappeared when LPM L1 feature is disabled in 22.90 branch

This fix has been delivered as part of JIRA BT-49899"
BT-46763,BT,2021,Connectivity,"If an advertiser, that matches a filter condition but could not be monitored,
as all the entries are allocated and all existing monitored devices are received with higher RSSI
than the new received advertising, then this ADV report was discarded.

"
BT-46469,BT,2021,Connectivity,MSI naming during signing needed modification
BT-46230,BT,2021,Connectivity,"The issue is L2CAP Packet Cntr is supposed to be in sync with Fifo Buffers.

When Fifo buffers are cleared without proper update on the cntr,  the ACL link priority scheme always keep the ACL link in highest priority and  Inquiry / Page scan/LE scan kind of jobs will be impacted.

The fix is to update the cntr in sync with buffer free logic."
BT-46081,BT,2021,Connectivity,"LT_ADDR mismatch is the cause for the paging procedure to fail.

When we get page req from any device & post baseband connection if we don't succeed, on newconnection timeout we are not clearing the LT_ADDR stored against the same linkIndex.

On the subsequent paging on any LT_ADDR different from the previous failing LT_ADDR will result in mismatch because it has the old LT_ADDR retained & the because of design we OR the LT_ADDR in a link.

we clear the LT_ADDR in a linkindex only when we start the pagescan not in the subsequent resume pagescan post failed to establish a connection as seen above."
BT-45837,BT,2021,Connectivity,"3EV3, 2EV5, 3EV5 ,EV4, EV5 packets demands more than 60bytes of
coded data OTA. The codec cannot perform in this mode, so in
offloaded codec solution we need to disable this."
BT-45129,BT,2021,HLK,"EtwRegister/Unregister calls expected as per MSDN KMDF drivers to be under DriverEntry and unload. Currently in ibtusb driver, we have put it under device context under preparehardware and devicecleanup and HLK not able to detect these calls. So moved to driver context as per MSDN rules."
BT-44506,BT,2021,Connectivity,"The concurrent DMA access for OPP, A2DP Offload and  Data path from DRAM to RF path.  The peripheral bus is busy with mutliple concurrent copies. This is a workaround to reduce the load to avoid the data corruption in DRAM"
BT-44232,BT,2021,Connectivity,There is codec bug in limiting the packet length. Currently the change is WA to reduce the bit rate to 128kbps and there by reducing chance to exceed 640bytes mostly.  But final fix will be from codec and it is tracked under BT-49458.
BT-42169,BT,2021,Connectivity,
BT-41928,BT,2021,Connectivity,"Cobalt RTM build number was not available during the A2DP offload feature integration. Due to this, the check was implemented to enable A2DP offload for Windows  builds greater than 19041."
BT-40609,BT,2021,Connectivity,
BT-40297,BT,2021,Connectivity,"The checks for the assert are updated.
This does not have core (protocol) changes."
BT-39873,BT,2021,Connectivity,RCA document attached.
BT-37959,BT,2021,Connectivity,"Windows BT stack does not use LL Privacy yet. Hence, it is responsible for periodic refreshing of the random address of ADV instances it owns. The period is assumed to be 15 mins with a margin of +-1min. The address refresh works fine when the PC is in S0. But, when the PC is in Modern Connected Standby, Windows BT stack stops refreshing the random address due to a bug. This causes Privacy issue (device is trackable as the MAC address remains same for as long as the device is in Modern Standby) as well as a breakdown in SmartThings functionality.
Controller resets the GATT Instance Addr field in Offload ADV instance Service Data if the address has not been refreshed for an hour. The address in this field is used by the remote device to identify the connectable ADV coming from the same device. Even though a connectible ADV is present, due to the field being set to 0, the remote device cannot connect to the device causing SmartThings functionality to breakdown.
Privacy issue in Windows platforms can only be fixed by MSFT. So, that is out of scope of this jira ticket. The fix here is to make sure that SmartThings functionality will still work with the accepted loss of privacy.
The fix done is to not reset the GATT instance MAC address field on PID rotation 1 hr timer expiry while GATT ADV instance is still enabled for advertising.
"
BT-37632,BT,2021,Connectivity,"https://jira.idoc.intel.com/browse/BT-37453 is implemented.
"
